"wage" "school" "expr" "public" "female" "industry"
"1702" 98 18 21 0 0 38
"1703" 63 9 35 0 0 62
"1704" 74 7 32 1 1 93
"1705" 58 7 46 0 0 50
"1706" 61 14 10 1 1 93
"1707" 58 8 30 0 1 32
"1708" 139 12 26 0 0 37
"1709" 78 13 22 1 0 94
"1710" 93 7 33 0 0 62
"1711" 61 7 35 0 0 50
"1712" 178 16 24 0 0 62
"1713" 118 13 18 0 0 38
"1714" 64 11 23 1 1 93
"1715" 101 16 32 1 0 93
"1716" 73 9 36 0 0 38
"1717" 98 18 33 1 1 93
"1718" 54 8 40 1 1 93
"1719" 112 15 20 1 1 93
"1720" 140 16 31 0 0 83
"1721" 73 9 33 1 1 81
"1722" 202 15 32 0 0 61
"1723" 81 8 45 0 1 82
"1724" 73 10 19 0 1 93
"1725" 87 13 19 0 0 72
"1726" 62 13 19 1 1 93
"1727" 87 7 42 0 0 38
"1728" 118 15 36 1 1 93
"1729" 67 7 22 1 1 93
"1730" 77 10 39 0 0 34
"1731" 272 14 35 0 0 81
"1732" 71 8 32 0 0 38
"1733" 76 7 35 0 0 12
"1734" 123 9 30 0 0 81
"1735" 110 17 22 1 1 93
"1736" 63 20 22 1 1 93
"1737" 82 14 30 0 1 81
"1738" 83 11 46 0 0 50
"1739" 69 7 48 1 0 11
"1740" 173 17 20 0 1 35
"1741" 112 17 14 0 0 71
"1742" 73 12 16 0 1 95
"1743" 133 18 17 1 0 93
"1744" 206 15 33 0 0 38
"1745" 87 11 29 0 0 38
"1746" 98 16 25 1 1 91
"1747" 101 12 21 0 1 83
"1748" 65 12 23 1 1 91
"1749" 82 15 18 1 1 93
"1750" 64 13 18 0 1 63
"1751" 87 13 30 0 0 34
"1752" 126 10 33 1 0 93
"1753" 96 10 27 1 1 93
"1754" 67 13 25 1 1 93
"1755" 144 13 25 0 0 41
"1756" 48 7 25 1 1 93
"1757" 54 6 41 1 1 63
"1758" 73 11 26 0 1 38
"1759" 68 12 40 0 0 12
"1760" 63 9 10 1 1 93
"1761" 82 13 20 1 1 93
"1762" 67 11 19 1 1 93
"1763" 64 9 11 0 1 37
"1764" 53 10 16 1 1 93
"1765" 87 7 25 0 0 34
"1766" 74 7 26 0 0 35
"1767" 103 7 34 0 0 62
"1768" 93 18 20 1 1 93
"1769" 67 7 37 0 0 11
"1770" 98 9 27 0 1 83
"1771" 91 9 25 1 1 93
"1772" 64 7 22 1 1 93
"1773" 76 6 38 1 0 50
"1774" 81 16 18 1 0 93
"1775" 67 7 36 1 1 93
"1776" 120 12 20 0 1 61
"1777" 76 10 26 0 1 81
"1778" 87 9 29 0 0 62
"1779" 76 8 36 0 0 61
"1780" 91 10 40 1 0 91
"1781" 96 10 32 0 0 61
"1782" 76 11 33 0 1 82
"1783" 68 6 40 1 1 93
"1784" 63 15 16 1 1 93
"1785" 103 19 20 1 0 93
"1786" 92 8 32 0 0 36
"1787" 62 12 18 1 1 93
"1788" 65 8 33 0 0 38
"1789" 101 13 26 0 0 38
"1790" 95 9 23 0 0 38
"1791" 104 16 16 0 0 35
"1792" 61 7 28 0 1 62
"1793" 67 18 21 0 0 93
"1794" 81 20 22 1 1 94
"1795" 82 11 22 0 1 93
"1796" 76 9 31 1 1 93
"1797" 207 16 20 0 0 62
"1798" 130 7 24 1 0 93
"1799" 87 19 15 1 1 93
"1800" 81 11 21 1 0 93
"1801" 56 11 18 1 1 91
"1802" 98 15 22 1 0 91
"1803" 81 7 39 0 0 63
"1804" 67 8 34 1 1 93
"1805" 67 9 40 0 1 71
"1806" 80 18 21 1 0 93
"1807" 67 11 34 0 0 34
"1808" 112 15 28 1 1 93
"1809" 109 8 27 0 0 61
"1810" 81 7 37 0 0 38
"1811" 101 8 35 0 0 38
"1812" 84 8 47 0 0 50
"1813" 83 7 32 0 0 35
"1814" 69 10 28 0 0 38
"1815" 98 7 34 0 0 34
"1816" 147 18 41 1 0 41
"1817" 71 8 44 1 0 50
"1818" 71 10 40 1 1 72
"1819" 59 10 11 1 1 93
"1820" 67 9 20 0 1 62
"1821" 81 7 40 1 0 94
"1822" 67 10 32 1 1 91
"1823" 121 17 43 1 0 91
"1824" 73 9 27 0 1 38
"1825" 65 7 33 0 0 38
"1826" 170 13 32 1 0 91
"1827" 59 7 36 0 1 62
"1828" 88 8 29 1 0 72
"1829" 64 15 25 0 1 62
"1830" 64 7 25 1 1 91
"1831" 100 10 31 0 0 50
"1832" 83 11 19 0 0 38
"1833" 88 10 23 1 0 91
"1834" 61 8 43 0 1 38
"1835" 74 13 16 1 0 93
"1836" 109 7 30 0 0 34
"1837" 67 8 21 1 1 93
"1838" 92 17 24 1 1 93
"1839" 64 11 23 1 1 72
"1840" 77 8 43 1 0 91
"1841" 68 9 43 0 0 31
"1842" 65 9 40 1 0 72
"1843" 89 8 44 1 0 71
"1844" 88 8 40 0 0 50
"1845" 80 10 22 0 1 81
"1846" 63 13 21 1 1 93
"1847" 74 19 9 1 1 93
"1848" 101 12 22 0 0 95
"1849" 62 10 14 0 1 50
"1850" 115 13 16 0 0 71
"1851" 78 9 33 0 1 62
"1852" 96 7 38 0 0 50
"1853" 88 12 37 1 0 71
"1854" 83 9 31 1 0 93
"1855" 82 15 17 1 1 93
"1856" 83 20 22 0 0 71
"1857" 64 9 8 1 1 93
"1858" 56 9 19 1 1 93
"1859" 69 9 26 1 1 93
"1860" 65 6 20 1 1 93
"1861" 61 10 17 1 1 93
"1862" 62 13 19 1 1 93
"1863" 78 8 28 1 1 72
"1864" 59 8 38 1 1 93
"1865" 126 10 32 0 0 61
"1866" 71 18 13 1 1 93
"1867" 109 13 22 0 0 33
"1868" 84 8 26 0 0 50
"1869" 105 15 21 1 0 91
"1870" 82 11 23 1 1 91
"1871" 74 12 20 0 0 34
"1872" 68 8 30 0 0 34
"1873" 59 7 25 1 1 93
"1874" 98 9 34 1 1 93
"1875" 69 9 26 0 0 71
"1876" 94 7 40 1 1 93
"1877" 98 10 37 1 0 93
"1878" 82 12 23 1 1 93
"1879" 77 9 30 1 0 71
"1880" 104 16 16 1 1 93
"1881" 88 18 14 1 1 93
"1882" 91 8 24 0 0 50
"1883" 98 14 18 1 0 72
"1884" 59 9 34 1 1 93
"1885" 71 7 37 0 0 38
"1886" 68 7 15 0 1 93
"1887" 80 13 20 0 0 38
"1888" 95 12 41 0 0 38
"1889" 37 8 18 0 1 62
"1890" 121 16 23 1 0 91
"1891" 121 8 23 0 1 62
"1892" 71 13 20 1 1 93
"1893" 67 12 23 1 1 93
"1894" 67 7 39 0 0 34
"1895" 95 21 19 1 0 93
"1896" 64 10 27 0 1 93
"1897" 40 8 24 1 1 93
"1898" 65 10 27 1 1 91
"1899" 67 13 19 1 0 93
"1900" 82 7 42 1 0 71
"1901" 101 16 17 1 0 91
"1902" 74 14 26 1 1 93
"1903" 76 10 29 1 1 93
"1904" 59 8 19 1 1 93
"1905" 94 18 20 1 0 93
"1906" 74 17 30 1 1 93
"1907" 115 15 23 1 0 71
"1908" 86 10 34 1 0 50
"1909" 120 14 43 0 0 93
"1910" 84 7 42 0 1 62
"1911" 82 14 39 0 0 38
"1912" 64 12 29 0 1 93
"1913" 94 19 30 1 0 93
"1914" 88 8 31 1 1 72
"1915" 91 12 23 0 1 81
"1916" 59 9 10 1 1 93
"1917" 101 17 38 1 0 93
"1918" 127 17 37 1 1 93
"1919" 76 11 36 1 1 91
"1920" 59 13 32 0 1 93
"1921" 98 12 34 0 0 38
"1922" 67 10 25 1 1 93
"1923" 127 18 22 0 1 81
"1924" 83 9 33 1 0 91
"1925" 71 8 25 0 0 62
"1926" 63 7 30 1 1 93
"1927" 91 10 36 0 1 82
"1928" 103 14 13 1 1 93
"1929" 100 12 40 0 0 50
"1930" 69 8 40 0 0 38
"1931" 64 10 13 1 1 93
"1932" 63 6 20 1 1 93
"1933" 81 10 30 0 0 71
"1934" 55 9 32 1 1 93
"1935" 68 11 30 1 0 32
"1936" 78 8 30 0 0 50
"1937" 71 11 24 0 1 50
"1938" 81 8 42 0 0 11
"1939" 115 14 16 1 1 93
"1940" 68 14 26 1 0 50
"1941" 56 8 27 1 1 93
"1942" 64 9 20 1 1 94
"1943" 62 7 19 0 1 31
"1944" 76 8 32 0 0 50
"1945" 115 7 40 0 0 35
"1946" 77 10 32 0 0 71
"1947" 65 11 30 0 1 34
"1948" 59 9 26 1 1 83
"1949" 68 9 23 1 1 72
"1950" 67 9 22 1 1 82
"1951" 87 7 26 1 1 93
"1952" 107 9 25 0 0 62
"1953" 64 10 22 0 0 71
"1954" 148 13 19 0 0 81
"1955" 56 7 22 1 1 93
"1956" 54 9 33 1 1 93
"1957" 42 8 32 0 0 32
"1958" 68 11 18 1 1 62
"1959" 64 7 26 1 1 93
"1960" 71 11 21 0 0 38
"1961" 115 17 35 1 0 93
"1962" 64 8 35 0 1 38
"1963" 98 13 23 1 0 72
"1964" 64 9 27 1 1 93
"1965" 67 16 12 1 1 93
"1966" 105 11 37 0 0 50
"1967" 92 10 36 0 0 35
"1968" 78 11 29 1 0 93
"1969" 59 9 25 0 1 62
"1970" 84 14 34 1 0 93
"1971" 86 9 29 1 1 93
"1972" 82 10 28 0 0 50
"1973" 78 14 24 1 1 93
"1974" 98 12 23 0 0 83
"1975" 73 10 20 1 1 93
"1976" 115 11 46 0 0 12
"1977" 76 6 42 1 0 50
"1978" 65 7 39 0 0 33
"1979" 98 17 25 1 0 72
"1980" 64 9 17 1 1 93
"1981" 53 8 20 1 0 95
"1982" 125 19 34 1 0 93
"1983" 92 8 41 0 0 61
"1984" 58 7 35 0 1 62
"1985" 104 18 22 1 1 93
"1986" 74 7 28 0 0 23
"1987" 63 9 29 1 1 93
"1988" 76 11 33 1 1 91
"1989" 91 8 22 0 1 34
"1990" 69 12 30 0 0 38
"1991" 98 12 16 1 1 93
"1992" 81 16 20 1 1 93
"1993" 74 11 24 1 1 72
"1994" 71 10 30 0 1 71
"1995" 51 12 18 0 1 93
"1996" 69 15 15 1 1 93
"1997" 74 9 42 0 1 61
"1998" 76 12 37 0 0 71
"1999" 68 9 26 1 1 91
"2000" 127 18 25 1 0 91
"2001" 123 10 30 0 0 50
"2002" 104 14 36 1 1 83
"2003" 78 14 42 0 0 38
"2004" 73 10 33 1 1 93
"2005" 86 11 25 0 0 31
"2006" 71 11 21 1 1 62
"2007" 87 15 14 1 1 93
"2008" 88 13 33 1 0 50
"2009" 95 12 28 1 0 91
"2010" 162 17 20 0 0 71
"2011" 71 8 18 0 1 33
"2012" 59 11 5 0 1 38
"2013" 71 14 20 0 0 38
"2014" 65 12 26 1 1 93
"2015" 56 7 29 0 1 62
"2016" 67 7 42 0 0 94
"2017" 162 13 25 0 0 38
"2018" 71 11 21 0 1 82
"2019" 178 11 46 0 0 38
"2020" 166 16 28 0 0 31
"2021" 65 8 35 1 1 93
"2022" 84 8 32 0 0 50
"2023" 71 8 27 1 0 71
"2024" 100 7 38 0 0 71
"2025" 145 12 21 0 1 83
"2026" 133 7 38 0 0 61
"2027" 74 9 18 1 1 93
"2028" 80 12 27 1 1 93
"2029" 104 15 20 1 1 93
"2030" 81 11 24 1 0 92
"2031" 67 11 14 1 1 93
"2032" 74 8 30 1 0 38
"2033" 74 11 24 1 0 93
"2034" 159 10 25 0 0 50
"2035" 94 17 20 1 0 91
"2036" 74 9 34 0 1 39
"2037" 68 10 30 0 0 35
"2038" 191 15 21 0 0 31
"2039" 71 11 23 0 1 83
"2040" 110 10 22 0 0 38
"2041" 92 12 20 1 0 72
"2042" 69 7 30 0 1 83
"2043" 88 16 20 1 1 93
"2044" 80 14 25 1 1 93
"2045" 71 19 12 1 1 82
"2046" 67 13 25 1 1 93
"2047" 29 8 16 1 0 91
"2048" 71 7 41 0 0 33
"2049" 84 8 36 1 0 91
"2050" 64 11 21 1 0 38
"2051" 105 7 42 0 0 50
"2052" 71 7 42 0 0 38
"2053" 126 17 22 1 0 93
"2054" 65 9 26 1 1 93
"2055" 51 8 49 1 0 83
"2056" 53 11 20 1 1 93
"2057" 76 14 24 1 0 93
"2058" 101 18 35 1 1 93
"2059" 73 7 47 0 0 94
"2060" 67 12 17 1 1 93
"2061" 98 12 24 0 0 34
"2062" 117 12 20 0 0 81
"2063" 148 14 18 0 0 81
"2064" 76 9 29 0 1 93
"2065" 74 11 24 1 1 93
"2066" 86 11 32 1 1 93
"2067" 139 15 29 0 1 83
"2068" 63 12 17 1 1 93
"2069" 67 8 20 0 1 71
"2070" 68 11 20 1 1 94
"2071" 101 10 34 1 1 93
"2072" 67 12 10 1 1 93
"2073" 106 11 30 1 0 72
"2074" 82 7 22 1 1 93
"2075" 64 10 22 1 1 93
"2076" 95 14 20 1 1 93
"2077" 51 7 36 0 0 33
"2078" 100 11 29 0 1 62
"2079" 69 7 38 0 0 11
"2080" 54 11 19 1 1 38
"2081" 59 12 25 1 1 94
"2082" 65 10 30 0 0 95
"2083" 64 8 25 0 0 62
"2084" 101 15 36 1 1 93
"2085" 62 19 23 1 0 94
"2086" 76 12 40 0 0 61
"2087" 161 15 29 0 0 83
"2088" 59 9 33 0 0 61
"2089" 68 7 28 1 0 11
"2090" 54 9 10 1 1 94
"2091" 78 10 36 0 1 38
"2092" 64 9 24 0 1 61
"2093" 104 17 24 0 1 81
"2094" 87 15 7 0 1 93
"2095" 110 13 26 0 0 50
"2096" 69 12 20 1 1 93
"2097" 115 7 30 1 1 93
"2098" 76 6 44 0 0 38
"2099" 63 8 10 1 1 93
"2100" 54 6 37 0 1 32
"2101" 77 6 45 1 0 50
"2102" 73 13 20 1 1 93
"2103" 73 15 22 1 1 91
"2104" 115 10 23 0 0 82
"2105" 92 14 37 1 1 93
"2106" 123 15 23 1 1 91
"2107" 81 7 25 1 1 93
"2108" 56 15 15 0 1 61
"2109" 74 9 21 1 1 72
"2110" 74 7 30 0 0 38
"2111" 71 14 22 1 1 93
"2112" 73 9 33 1 0 91
"2113" 125 13 15 1 1 93
"2114" 100 15 20 0 0 50
"2115" 83 14 22 0 0 93
"2116" 115 11 25 0 1 71
"2117" 55 9 11 0 1 63
"2118" 67 8 25 1 1 93
"2119" 76 15 31 1 0 93
"2120" 101 9 33 1 0 82
"2121" 71 13 20 0 0 61
"2122" 92 14 30 1 0 91
"2123" 62 8 34 0 1 62
"2124" 80 8 49 1 0 50
"2125" 105 14 36 1 0 91
"2126" 71 15 20 1 1 93
"2127" 89 14 21 0 1 81
"2128" 73 9 26 0 1 93
"2129" 71 18 18 1 0 93
"2130" 92 10 27 0 0 50
"2131" 131 13 20 0 0 50
"2132" 62 9 20 1 1 93
"2133" 64 13 29 1 1 91
"2134" 64 7 39 1 0 83
"2135" 101 15 25 1 1 93
"2136" 166 12 23 0 0 50
"2137" 67 15 45 0 0 37
"2138" 81 11 23 0 1 12
"2139" 83 7 17 1 1 93
"2140" 80 7 27 0 0 38
"2141" 73 8 37 0 0 38
"2142" 144 10 30 1 0 50
"2143" 100 7 37 0 0 50
"2144" 67 7 32 1 0 93
"2145" 87 7 33 0 0 50
"2146" 71 9 40 1 1 72
"2147" 104 10 29 0 0 61
"2148" 68 9 26 0 0 61
"2149" 88 10 34 0 1 81
"2150" 45 13 18 0 1 95
"2151" 68 7 18 1 1 93
"2152" 61 7 20 1 1 91
"2153" 87 12 21 0 0 38
"2154" 115 15 21 1 0 93
"2155" 64 15 8 1 1 93
"2156" 64 11 19 1 0 71
"2157" 62 7 27 0 1 62
"2158" 88 13 30 1 0 91
"2159" 101 15 25 1 1 93
"2160" 115 13 26 0 0 38
"2161" 98 11 22 0 0 83
"2162" 98 15 29 1 1 93
"2163" 59 11 21 0 1 62
"2164" 104 7 38 0 0 50
"2165" 74 10 31 0 1 61
"2166" 47 8 27 0 0 37
"2167" 61 12 18 1 1 91
"2168" 59 12 11 0 1 38
"2169" 58 10 2 1 1 38
"2170" 98 11 21 0 0 50
"2171" 67 12 21 1 1 93
"2172" 68 13 21 1 1 93
"2173" 115 15 15 0 0 61
"2174" 61 7 41 0 1 61
"2175" 73 7 46 0 0 62
"2176" 77 7 40 0 0 72
"2177" 58 13 20 1 1 93
"2178" 76 11 20 0 0 38
"2179" 71 8 25 0 0 83
"2180" 125 17 29 1 0 93
"2181" 130 15 29 1 1 93
"2182" 87 15 24 1 1 93
"2183" 81 14 28 1 1 93
"2184" 91 8 35 0 1 62
"2185" 74 6 43 0 0 35
"2186" 98 16 15 1 1 91
"2187" 94 17 20 1 1 93
"2188" 81 16 24 0 0 62
"2189" 58 10 18 1 1 93
"2190" 77 11 28 1 1 93
"2191" 54 7 15 1 1 93
"2192" 55 6 25 1 1 93
"2193" 81 11 42 0 0 38
"2194" 61 14 46 0 0 38
"2195" 64 8 16 0 1 61
"2196" 101 19 19 0 1 34
"2197" 64 10 32 1 1 93
"2198" 86 8 28 1 1 93
"2199" 76 14 17 1 1 93
"2200" 98 14 30 1 1 93
"2201" 73 7 30 0 0 62
"2202" 71 11 23 0 1 81
"2203" 71 14 27 1 0 83
"2204" 55 7 42 1 1 93
"2205" 163 19 15 0 1 83
"2206" 65 11 20 1 1 12
"2207" 115 11 26 0 0 50
"2208" 64 11 41 0 0 94
"2209" 56 7 35 0 0 33
"2210" 91 12 33 0 0 71
"2211" 78 17 25 0 0 38
"2212" 91 14 31 1 0 83
"2213" 106 8 30 0 0 50
"2214" 64 13 17 0 1 93
"2215" 54 11 10 1 1 93
"2216" 77 6 47 0 0 35
"2217" 64 13 40 1 1 93
"2218" 93 7 35 0 0 34
"2219" 58 8 29 0 1 34
"2220" 62 11 8 1 1 83
"2221" 56 10 33 1 1 91
"2222" 71 7 29 1 0 93
"2223" 92 18 15 1 0 50
"2224" 103 9 43 0 0 82
"2225" 64 9 16 1 1 93
"2226" 67 15 13 0 1 93
"2227" 73 7 30 1 1 93
"2228" 69 7 32 0 0 12
"2229" 64 8 29 1 1 94
"2230" 56 8 27 1 0 30
"2231" 68 13 30 1 1 93
"2232" 218 19 27 1 0 42
"2233" 62 12 11 1 1 93
"2234" 71 12 26 1 0 91
"2235" 132 14 15 0 0 93
"2236" 95 10 39 0 0 37
"2237" 101 13 36 1 0 93
"2238" 71 11 24 1 1 82
"2239" 80 8 32 0 0 38
"2240" 92 14 22 1 1 93
"2241" 64 8 19 0 1 95
"2242" 121 13 19 0 0 62
"2243" 94 13 23 1 0 91
"2244" 65 6 32 1 1 93
"2245" 76 8 32 1 1 72
"2246" 139 17 31 0 0 33
"2247" 81 12 23 0 0 38
"2248" 84 18 13 1 0 93
"2249" 76 9 30 1 0 50
